battery_power,m_dep,mobile_wt,px_height,px_width,ram,sc_h,sc_w,talk_time,bluetooth,gen,cores,speed,sim,f_camera,camera,memory,screen,wifi,price,resolution,DPI_w,call_ratio,cores_ord,speed_ord,sim_ord,wifi_ord,bluetooth_bin,screen_bin
1695,0.5,189,308,1208,1629,8,6,11,Yes,4,penta,low,Dual,2.0,13.0,47.33,Touch,none,989.66,316.65,511.39,154.09,5,1,1,1,1,1
667,0.8,185,1015,1947,2528,11,8,8,No,2,single,high,Dual,3.0,7.0,8.31,Touch,none,639.52,410.03,618.17,83.38,1,3,1,1,0,1
1768,0.8,88,1303,1814,3256,9,6,5,Yes,4,hepta,medium,Single,,2.0,2.89,Touch,none,1261.47,524.47,767.93,353.6,7,2,0,1,1,1
1269,1.0,180,406,1036,2341,10,9,16,Yes,2,octa,high,Dual,16.0,17.0,41.43,LCD,b,688.19,210.08,292.38,79.31,8,3,1,2,1,0
1109,0.9,151,124,833,2785,15,10,16,Yes,3,single,high,Dual,6.0,12.0,57.52,LCD,none,603.15,118.66,211.58,69.31,1,3,1,1,1,0
936,0.1,164,150,1677,3761,13,1,12,No,4,triple,low,Dual,14.0,17.0,14.44,LCD,none,953.86,328.0,4259.58,78.0,3,1,1,1,0,0
1713,0.7,199,108,1963,1513,15,6,2,Yes,4,hexa,medium,Single,9.0,16.0,5.65,LCD,n,897.63,309.09,831.0,856.5,6,2,0,5,1,0
1175,0.6,167,90,557,2240,10,6,5,Yes,4,dual,medium,Dual,1.0,7.0,45.66,Touch,none,1102.79,122.89,235.8,235.0,2,2,1,1,1,1
1940,0.2,194,588,1809,820,19,18,3,Yes,4,quad,medium,Dual,,1.0,5.08,Touch,a,750.65,184.6,255.27,646.67,4,2,1,3,1,1
855,0.5,159,1028,1196,1875,16,8,8,Yes,4,dual,low,Single,2.0,3.0,59.71,Touch,a,831.79,223.93,379.73,106.88,2,1,0,3,1,1
771,0.1,157,776,1247,920,16,2,10,Yes,4,triple,low,Dual,,17.0,33.34,Touch,a,686.94,231.36,1583.69,77.1,3,1,1,3,1,1
645,1.0,174,278,584,3615,18,8,13,No,4,quad,high,Single,10.0,14.0,63.55,LCD,a,1133.35,83.4,185.42,49.62,4,3,0,3,0,0
1307,0.6,88,897,1103,1412,16,9,5,No,2,hepta,medium,Single,2.0,3.0,7.4,LCD,a,685.8,196.71,311.29,261.4,7,2,0,3,0,0
1948,0.2,136,651,700,361,6,1,10,No,2,single,high,Dual,4.0,13.0,5.43,Touch,none,779.19,399.17,1778.0,194.8,1,3,1,1,0,1
1509,0.3,81,1010,1684,1540,12,8,3,No,3,quad,low,Dual,5.0,8.0,50.46,Touch,none,1061.36,345.83,534.67,503.0,4,1,1,1,0,1
626,0.8,109,737,1759,1077,6,1,4,Yes,4,dual,high,Dual,3.0,9.0,11.43,LCD,b,794.45,796.38,4467.86,156.5,2,3,1,2,1,0
1190,0.2,93,1399,1646,3610,13,7,9,No,2,penta,medium,Dual,,1.0,40.67,LCD,a,1052.44,371.62,597.26,132.22,5,2,1,3,0,0
1727,0.3,158,376,1288,512,5,2,6,Yes,2,hexa,medium,Dual,10.0,18.0,57.35,LCD,none,600.1,632.86,1635.76,287.83,6,2,1,1,1,0
1670,0.5,114,1117,1330,3024,6,0,20,Yes,2,octa,high,Single,14.0,20.0,62.38,LCD,g,1144.47,735.26,0.0,83.5,8,3,0,4,1,0
1150,1.0,134,234,1947,1610,11,0,16,Yes,4,single,low,Dual,4.0,17.0,27.59,LCD,none,808.21,452.82,0.0,71.88,1,1,1,1,1,0
1208,1.0,175,691,1028,2201,17,16,12,No,4,single,high,Single,5.0,19.0,16.27,LCD,none,1040.92,134.77,163.2,100.67,1,3,0,1,0,0
1812,1.0,162,380,1550,3338,18,13,11,Yes,4,hepta,medium,Dual,4.0,15.0,42.25,Touch,n,1326.52,182.56,302.85,164.73,7,2,1,5,1,1
770,0.2,196,603,1483,3473,7,3,4,Yes,2,quad,medium,Dual,6.0,9.0,61.76,LCD,b,774.61,533.93,1255.61,192.5,4,2,1,2,1,0
1559,0.3,114,117,681,2203,7,5,15,Yes,4,octa,medium,Dual,10.0,17.0,10.74,Touch,n,896.13,204.02,345.95,103.93,8,2,1,5,1,1
1902,0.2,155,766,877,940,14,10,15,No,3,quad,low,Single,10.0,11.0,13.67,Touch,none,852.07,171.91,222.76,126.8,4,1,0,1,0,1
1751,0.6,146,1499,1952,1155,19,14,12,No,2,octa,high,Single,1.0,9.0,4.68,Touch,g,938.3,264.88,354.15,145.92,8,3,0,4,0,1
1416,0.1,93,1175,1578,3872,10,2,7,Yes,2,quad,medium,Dual,,,20.19,LCD,b,660.46,490.02,2004.06,202.29,4,2,1,2,1,0
1288,0.2,115,988,1503,1882,16,6,10,No,4,hexa,low,Dual,3.0,6.0,61.19,LCD,b,876.42,267.36,636.27,128.8,6,1,1,2,0,0
1003,0.6,119,190,1905,1798,16,7,10,Yes,4,octa,high,Single,16.0,19.0,15.91,LCD,none,749.96,278.44,691.24,100.3,8,3,0,1,1,0
1715,0.1,96,674,1375,2598,17,2,3,Yes,4,hexa,low,Dual,1.0,3.0,18.47,LCD,none,1227.35,227.23,1746.25,571.67,6,1,1,1,1,0
1967,0.6,199,518,1374,1567,15,2,7,No,4,single,low,Single,,7.0,46.57,Touch,none,706.81,246.47,1744.98,281.0,1,1,0,1,0,1
962,0.9,125,1618,1916,1491,16,2,14,No,3,single,medium,Dual,14.0,20.0,2.32,LCD,none,877.96,395.04,2433.32,68.71,1,2,1,1,0,0
1487,0.8,120,857,989,2003,12,4,3,No,4,dual,medium,Single,5.0,7.0,41.97,LCD,none,832.0,262.78,628.02,495.67,2,2,0,1,0,0
1569,0.9,190,371,665,3905,6,2,4,Yes,4,quad,medium,Dual,4.0,6.0,54.8,LCD,none,1363.38,305.82,844.55,392.25,4,2,1,1,1,0
1146,0.4,111,73,583,291,19,9,11,No,4,penta,high,Single,5.0,10.0,57.58,Touch,b,639.76,70.99,164.54,104.18,5,3,0,2,0,1
1379,0.8,118,98,755,1693,11,4,18,Yes,4,octa,medium,Single,6.0,13.0,9.35,LCD,b,828.53,165.21,479.43,76.61,8,2,0,2,1,0
1504,0.3,152,395,1853,1788,13,11,13,No,4,quad,medium,Dual,7.0,9.0,25.94,LCD,b,893.16,282.59,427.87,115.69,4,2,1,2,0,0
1945,0.7,112,1064,1540,3322,18,7,20,No,2,hexa,medium,Single,3.0,5.0,26.47,LCD,a,1138.46,246.17,558.8,97.25,6,2,0,3,0,0
1630,0.9,80,712,1726,1751,12,10,20,Yes,4,hexa,high,Dual,,1.0,32.91,LCD,b,1082.17,303.6,438.4,81.5,6,3,1,2,1,0
1125,0.4,117,774,939,1641,14,8,12,Yes,3,single,high,Single,10.0,14.0,23.44,Touch,none,772.91,191.69,298.13,93.75,1,3,0,1,1,1
614,0.1,178,1012,1040,2854,10,7,12,Yes,4,hepta,low,Single,4.0,7.0,50.86,LCD,g,943.77,301.96,377.37,51.17,7,1,0,4,1,0
854,0.9,101,730,1148,3115,7,0,2,No,4,quad,medium,Single,5.0,9.0,17.43,LCD,none,900.52,493.65,0.0,427.0,4,2,0,1,0,0
1470,0.1,121,777,1090,3259,10,1,14,Yes,3,single,medium,Dual,6.0,9.0,45.58,LCD,g,928.67,338.32,2768.6,105.0,1,2,1,4,1,0
1826,0.6,172,973,1633,1612,17,9,17,Yes,4,octa,low,Dual,5.0,6.0,49.76,Touch,none,987.18,251.01,460.87,107.41,8,1,1,1,1,1
807,0.2,127,245,829,2319,5,4,4,Yes,2,quad,low,Dual,,,37.86,LCD,none,665.08,342.91,526.42,201.75,4,1,1,1,1,0
1996,0.1,138,937,1083,1258,17,14,16,Yes,4,penta,high,Dual,,4.0,7.54,LCD,none,939.15,165.17,196.49,124.75,5,3,1,1,1,0
1083,0.7,158,937,1164,1543,18,3,10,Yes,2,penta,medium,Single,3.0,5.0,41.55,LCD,b,593.18,207.99,985.52,108.3,5,2,0,2,1,0
1035,0.3,178,574,1171,3991,12,4,19,No,4,dual,low,Dual,14.0,15.0,49.67,LCD,none,1145.72,261.87,743.59,54.47,2,1,1,1,0,0
1521,0.3,143,678,1630,3555,5,2,19,Yes,4,single,medium,Single,5.0,9.0,62.98,LCD,none,1245.21,832.67,2070.1,80.05,1,2,0,1,1,0
1314,1.0,87,82,512,3411,17,16,18,Yes,4,quad,high,Dual,13.0,18.0,5.39,LCD,none,1076.13,56.42,81.28,73.0,4,3,1,1,1,0
535,0.2,190,398,1775,524,9,3,4,No,2,octa,medium,Single,5.0,19.0,24.1,LCD,none,551.7,487.04,1502.83,133.75,8,2,0,1,0,0
673,0.4,142,1096,1570,3541,18,17,4,Yes,4,hexa,medium,Single,13.0,14.0,35.98,LCD,a,1006.78,196.43,234.58,168.25,6,2,0,3,1,0
1219,0.3,169,1419,1698,1998,9,2,4,No,2,hexa,medium,Dual,5.0,7.0,4.89,LCD,none,877.17,609.65,2156.46,304.75,6,2,1,1,0,0
1606,0.9,200,157,770,3437,11,1,2,Yes,4,penta,low,Dual,,,33.35,LCD,none,1152.67,180.71,1955.8,803.0,5,1,1,1,1,0
1603,0.5,114,430,1207,1637,17,3,11,Yes,4,dual,low,Dual,1.0,8.0,17.66,LCD,g,727.6,188.53,1021.93,145.73,2,1,1,4,1,0
1958,0.4,153,1524,1848,3064,7,6,3,No,4,single,low,Single,6.0,14.0,52.44,LCD,none,1237.19,659.92,782.32,652.67,1,1,0,1,0,0
695,0.6,196,1649,1829,2855,16,13,7,No,4,dual,low,Single,18.0,19.0,13.01,Touch,b,1222.54,303.41,357.36,99.29,2,1,0,2,0,1
1441,0.5,106,254,954,1393,9,4,4,No,4,single,low,Dual,,12.0,53.1,Touch,g,869.19,254.61,605.79,360.25,1,1,1,4,0,1
1470,0.4,138,1790,1988,1633,18,4,4,No,4,hepta,medium,Dual,4.0,10.0,33.98,LCD,none,1011.12,368.5,1262.38,367.5,7,2,1,1,0,0
1890,0.5,127,1438,1832,2392,10,4,15,No,4,quad,medium,Single,4.0,5.0,48.62,LCD,g,1137.46,549.25,1163.32,126.0,4,2,0,4,0,0
1152,0.3,82,1304,1673,3284,15,2,8,Yes,4,dual,medium,Dual,,,26.09,LCD,n,1392.46,356.03,2124.71,144.0,2,2,1,5,1,0
1619,0.9,117,813,1180,464,7,5,16,Yes,3,hexa,low,Single,3.0,9.0,20.8,LCD,b,801.63,423.11,599.44,101.19,6,1,0,2,1,0
1002,0.7,180,948,1007,1234,19,13,18,Yes,3,hepta,medium,Single,1.0,7.0,45.63,Touch,none,752.29,152.59,196.75,55.67,7,2,0,1,1,1
742,0.7,139,1161,1288,292,8,0,6,Yes,4,triple,low,Single,,1.0,36.7,Touch,b,648.87,550.55,0.0,123.67,3,1,0,2,1,1
1306,0.4,174,867,1258,2521,6,5,16,Yes,4,triple,medium,Dual,2.0,9.0,33.56,LCD,none,1103.46,496.87,639.06,81.62,3,2,1,1,1,0
1424,0.6,180,181,1199,2658,15,0,19,Yes,3,penta,high,Dual,,,20.28,LCD,none,1035.56,205.33,0.0,74.95,5,3,1,1,1,0
942,0.5,91,754,1532,587,6,3,13,No,2,quad,medium,Dual,8.0,9.0,27.79,Touch,b,457.39,646.53,1297.09,72.46,4,2,1,2,0,1
1934,0.1,118,242,1127,2190,18,1,9,Yes,4,quad,high,Single,8.0,16.0,2.12,LCD,g,972.26,162.41,2862.58,214.89,4,3,0,4,1,0
1290,0.3,110,405,742,879,16,2,8,Yes,4,quad,medium,Dual,19.0,20.0,36.09,LCD,none,728.93,133.16,942.34,161.25,4,2,1,1,1,0
930,0.9,80,1569,1763,1743,7,1,9,No,2,single,medium,Dual,,13.0,54.52,Touch,none,800.54,847.76,4478.02,103.33,1,2,1,1,0,1
1699,0.1,156,105,1099,1181,16,0,18,Yes,3,quad,low,Single,16.0,20.0,21.68,Touch,none,650.25,175.26,0.0,94.39,4,1,0,1,1,1
1849,0.5,181,978,1986,3330,14,4,15,Yes,3,hepta,low,Single,1.0,12.0,29.55,LCD,b,1238.54,386.18,1261.11,123.27,7,1,0,2,1,0
1922,0.6,153,725,1882,3564,12,1,17,No,4,octa,low,Single,15.0,16.0,42.55,LCD,none,1076.47,425.42,4780.28,113.06,8,1,0,1,0,0
548,0.4,146,657,1657,562,17,14,8,No,4,quad,medium,Dual,,14.0,56.81,Touch,a,685.5,205.59,300.63,68.5,4,2,1,3,0,1
916,0.2,82,1147,1393,1659,11,10,11,Yes,4,quad,low,Single,,1.0,46.81,Touch,none,785.79,308.31,353.82,83.27,4,1,0,1,1,1
1783,0.6,183,910,1566,1816,12,7,7,Yes,2,octa,low,Single,8.0,11.0,14.49,LCD,a,932.32,331.15,568.23,254.71,8,1,0,3,1,0
1083,0.8,156,295,503,1338,16,8,5,Yes,4,penta,medium,Dual,2.0,9.0,49.47,Touch,n,794.07,82.8,159.7,216.6,5,2,1,5,1,1
1698,0.8,131,26,508,2992,15,3,17,No,4,octa,high,Single,10.0,12.0,7.8,Touch,none,1242.02,84.46,430.11,99.88,8,3,0,1,0,1
1969,0.2,85,332,764,315,16,7,7,No,4,octa,low,Dual,5.0,20.0,7.83,Touch,none,652.73,121.15,277.22,281.29,8,1,1,1,0,1
869,0.6,197,519,533,3249,19,0,12,No,2,hepta,medium,Single,,3.0,2.81,LCD,a,1065.22,99.45,0.0,72.42,7,2,0,3,0,0
1337,0.7,200,161,1029,3242,10,1,20,Yes,2,quad,high,Dual,,1.0,5.62,Touch,none,783.52,263.23,2613.66,66.85,4,3,1,1,1,1
637,0.6,194,1080,1289,2725,15,10,7,Yes,2,quad,low,Dual,2.0,6.0,28.31,LCD,none,721.05,236.93,327.41,91.0,4,1,1,1,1,0
833,0.3,145,649,1290,586,19,8,19,Yes,4,quad,low,Dual,,2.0,27.86,LCD,g,755.67,177.92,409.58,43.84,4,1,1,4,1,0
1248,0.4,89,71,1686,2454,9,8,13,No,4,triple,high,Single,6.0,8.0,9.39,Touch,none,1107.09,355.95,535.31,96.0,3,3,0,1,0,1
1174,1.0,147,744,1244,804,17,14,16,Yes,2,quad,low,Single,7.0,20.0,30.26,Touch,b,523.54,167.18,225.7,73.38,4,1,0,2,1,1
1831,0.2,148,437,1113,2460,10,5,18,Yes,4,hepta,high,Single,3.0,14.0,44.29,LCD,none,992.19,271.65,565.4,101.72,7,3,0,1,1,0
1002,0.1,146,115,1111,1295,18,15,17,No,3,single,high,Dual,7.0,10.0,27.38,LCD,b,591.39,121.08,188.13,58.94,1,3,1,2,0,0
1010,0.9,139,547,957,2625,15,11,12,Yes,4,penta,medium,Dual,2.0,3.0,8.54,Touch,none,755.56,150.52,220.98,84.17,5,2,1,1,1,1
1117,0.1,177,495,1035,1999,15,9,2,Yes,3,dual,low,Dual,2.0,19.0,21.81,LCD,b,573.61,166.59,292.1,558.5,2,1,1,2,1,0
990,0.9,153,1466,1717,2698,11,8,6,Yes,3,dual,high,Dual,3.0,7.0,15.41,LCD,none,937.77,421.61,545.15,165.0,2,3,1,1,1,0
1564,0.1,129,117,1115,3742,13,3,13,No,4,hexa,medium,Single,5.0,16.0,26.29,Touch,none,1204.42,213.44,944.03,120.31,6,2,0,1,0,1
1065,0.1,158,760,1722,1193,16,13,20,No,4,penta,high,Dual,,3.0,21.26,LCD,a,770.79,231.91,336.45,53.25,5,3,1,3,0,0
1982,0.1,129,764,1873,3511,16,14,15,No,3,hepta,medium,Single,12.0,16.0,23.93,Touch,a,1159.7,241.67,339.82,132.13,7,2,0,3,0,1
1607,1.0,192,776,1005,885,11,1,14,No,4,dual,medium,Dual,6.0,8.0,20.18,Touch,none,885.75,291.99,2552.7,114.79,2,2,1,1,0,1
1066,0.5,167,53,1504,1044,8,7,11,No,4,penta,high,Dual,6.0,7.0,5.73,LCD,none,807.97,359.59,545.74,96.91,5,3,1,1,0,0
681,0.9,194,371,1702,2548,6,1,5,No,4,penta,low,Dual,12.0,19.0,17.73,LCD,a,1035.36,727.4,4323.08,136.2,5,1,1,3,0,0
1163,0.9,132,728,818,2940,13,0,15,Yes,4,dual,medium,Dual,,1.0,19.82,LCD,n,742.32,213.95,0.0,77.53,2,2,1,5,1,0
1285,0.8,199,1791,1896,3966,17,15,2,No,4,penta,low,Dual,4.0,7.0,11.48,Touch,b,1379.29,292.2,321.06,642.5,5,1,1,2,0,1
753,0.1,121,606,1316,3484,11,10,16,Yes,4,octa,low,Single,11.0,20.0,48.62,LCD,none,1125.32,247.54,334.26,47.06,8,1,0,1,1,0
1779,0.8,90,1225,1717,1246,12,2,20,Yes,2,single,high,Dual,2.0,3.0,5.57,Touch,none,876.77,440.37,2180.59,88.95,1,3,1,1,1,1
987,0.5,83,419,736,2757,17,12,15,Yes,4,triple,medium,Single,4.0,8.0,52.62,Touch,none,1129.6,103.38,155.79,65.8,3,2,0,1,1,1
511,0.6,136,367,1264,2378,18,3,4,No,4,triple,low,Dual,15.0,18.0,24.36,LCD,none,1014.05,183.2,1070.19,127.75,3,1,1,1,0,0
1044,0.7,104,1230,1263,1794,18,7,19,No,4,hexa,medium,Single,4.0,5.0,12.21,Touch,g,903.46,231.86,458.29,54.95,6,2,0,4,0,1
1855,0.6,187,267,1161,3933,7,0,7,No,3,octa,low,Single,5.0,18.0,32.47,LCD,g,1342.81,432.27,0.0,265.0,8,1,0,4,0,0
946,0.1,186,273,891,1637,7,3,6,Yes,3,hexa,medium,Single,9.0,10.0,26.52,LCD,b,636.1,310.8,754.38,157.67,6,2,0,2,1,0
657,0.1,110,705,1905,783,6,1,11,Yes,3,octa,medium,Dual,2.0,8.0,21.42,Touch,none,657.44,848.2,4838.7,59.73,8,2,1,1,1,1
1673,0.5,182,214,679,3094,12,4,20,Yes,2,penta,medium,Single,2.0,6.0,42.82,LCD,none,805.59,142.96,431.17,83.65,5,2,0,1,1,0
731,0.5,130,424,1032,1774,12,8,10,Yes,4,octa,low,Dual,,,28.66,LCD,none,843.36,196.5,327.66,73.1,8,1,1,1,1,0
926,0.8,161,84,793,256,18,7,2,Yes,4,hepta,low,Single,6.0,14.0,59.58,LCD,b,514.37,104.88,287.75,463.0,7,1,0,2,1,0
1261,0.3,86,605,1429,1365,9,3,16,No,4,dual,low,Single,3.0,9.0,52.31,LCD,a,750.66,415.48,1209.89,78.81,2,1,0,3,0,0
618,0.2,188,1175,1586,2339,19,2,10,No,4,triple,medium,Single,11.0,20.0,45.63,Touch,none,705.02,262.42,2014.22,61.8,3,2,0,1,0,1
936,0.2,129,657,938,2049,12,8,5,Yes,4,dual,high,Single,5.0,6.0,57.57,Touch,none,768.87,201.69,297.81,187.2,2,3,0,1,1,1
1485,0.8,158,371,1023,3241,14,11,11,Yes,4,penta,low,Dual,,1.0,28.21,Touch,none,1017.84,155.24,236.22,135.0,5,1,1,1,1,1
1339,0.5,80,833,1441,867,8,3,3,Yes,4,quad,low,Dual,10.0,11.0,21.55,Touch,none,900.49,494.81,1220.05,446.33,4,1,1,1,1,1
508,0.7,82,102,1195,2175,14,4,14,Yes,2,penta,medium,Single,1.0,9.0,50.7,LCD,b,645.21,209.22,758.83,36.29,5,2,0,2,1,0
1938,0.5,121,1299,1935,3497,18,10,18,Yes,2,dual,low,Dual,5.0,9.0,44.63,Touch,none,1141.94,287.49,491.49,107.67,2,1,1,1,1,1
995,0.1,104,258,1889,609,11,3,5,No,3,quad,medium,Dual,1.0,3.0,10.74,LCD,a,545.52,424.72,1599.35,199.0,4,2,1,3,0,0
1086,0.2,111,56,1150,3285,11,5,17,Yes,4,hexa,medium,Dual,,1.0,43.25,Touch,none,1502.15,242.03,584.2,63.88,6,2,1,1,1,1
1322,0.1,157,443,708,3684,15,8,6,No,4,single,high,Dual,1.0,3.0,35.59,LCD,none,1314.26,124.78,224.79,220.33,1,3,1,1,0,0
1864,0.1,181,1279,1793,3586,19,9,8,No,2,hexa,medium,Dual,2.0,6.0,57.13,LCD,n,1342.52,266.09,506.02,233.0,6,2,1,5,0,0
1944,0.5,92,313,712,2322,19,8,7,Yes,4,quad,low,Single,1.0,9.0,26.67,LCD,g,1275.16,95.83,226.06,277.71,4,1,0,4,1,0
581,0.2,180,523,565,354,10,4,13,No,4,dual,low,Single,5.0,10.0,56.76,Touch,a,591.17,181.57,358.78,44.69,2,1,0,3,0,1
1020,0.7,128,919,1482,3204,18,1,9,Yes,4,quad,low,Dual,3.0,4.0,28.07,LCD,g,1179.26,245.69,3764.28,113.33,4,1,1,4,1,0
1936,0.1,139,570,1021,1400,17,7,3,No,2,triple,medium,Single,2.0,3.0,44.44,LCD,b,674.55,161.55,370.48,645.33,3,2,0,2,0,0
1329,0.6,198,380,682,2308,11,10,9,Yes,4,octa,medium,Single,5.0,6.0,23.58,Touch,none,949.27,133.39,173.23,147.67,8,2,0,1,1,1
808,0.5,105,119,529,1082,15,5,10,Yes,3,octa,low,Dual,3.0,15.0,46.38,LCD,b,447.06,87.1,268.73,80.8,8,1,1,2,1,0
994,0.9,164,296,839,3104,17,7,11,No,2,dual,medium,Dual,4.0,17.0,40.81,LCD,none,926.96,122.92,304.44,90.36,2,2,1,1,0,0
1811,0.2,82,358,614,2847,9,2,4,Yes,4,dual,medium,Single,3.0,8.0,22.51,LCD,n,935.53,195.81,779.78,452.75,2,2,0,5,1,0
765,0.3,88,1364,1851,2256,6,1,19,Yes,2,octa,high,Single,3.0,11.0,44.75,Touch,g,756.88,960.12,4701.54,40.26,8,3,0,4,1,1
993,0.4,106,424,1639,1113,14,1,6,Yes,2,hepta,high,Dual,,13.0,16.55,LCD,a,641.14,306.37,4163.06,165.5,7,3,1,3,1,0
1136,0.5,150,961,1030,3210,10,3,8,Yes,3,hexa,medium,Single,15.0,19.0,32.73,Touch,b,1092.05,342.72,872.07,142.0,6,2,0,2,1,1
719,0.4,113,431,1727,3990,14,9,12,Yes,4,hexa,low,Dual,,9.0,23.47,Touch,g,917.77,271.65,487.4,59.92,6,1,1,4,1,1
733,0.3,105,950,1739,984,17,4,9,Yes,3,hepta,low,Dual,,10.0,64.07,LCD,a,522.86,288.2,1104.27,81.44,7,1,1,3,1,0
1946,0.3,123,647,1849,3117,6,0,2,No,3,octa,high,Dual,8.0,19.0,8.36,LCD,none,862.23,829.28,0.0,973.0,8,3,1,1,0,0
1230,0.7,111,1960,1963,1622,18,17,16,Yes,4,hepta,medium,Single,,2.0,48.4,Touch,g,1112.15,284.58,293.3,76.88,7,2,0,4,1,1
1577,0.1,105,116,1432,2967,7,3,7,No,4,triple,medium,Dual,,7.0,64.51,Touch,b,1170.47,479.16,1212.43,225.29,3,2,1,2,0,1
1514,0.6,138,306,538,1037,15,3,15,Yes,4,triple,medium,Single,3.0,4.0,12.74,LCD,g,737.24,102.77,455.51,100.93,3,2,0,4,1,0
579,1.0,89,808,1517,2908,12,4,11,Yes,2,octa,high,Single,3.0,10.0,7.28,LCD,a,558.24,345.14,963.3,52.64,8,3,0,3,1,0
574,0.9,126,94,1334,1167,5,3,19,Yes,4,dual,high,Single,1.0,3.0,30.09,LCD,none,675.58,582.54,1129.45,30.21,2,3,0,1,1,0
1072,0.4,114,380,877,2715,15,9,16,Yes,2,octa,medium,Dual,6.0,16.0,19.18,Touch,none,692.79,138.78,247.51,67.0,8,2,1,1,1,1
843,0.9,119,593,732,1734,17,8,14,No,2,hepta,medium,Dual,1.0,4.0,16.56,LCD,b,644.04,127.36,232.41,60.21,7,2,1,2,0,0
1492,0.9,85,1684,1746,2259,14,12,19,Yes,2,triple,medium,Single,5.0,7.0,11.53,Touch,a,861.81,334.15,369.57,78.53,3,2,0,3,1,1
1807,0.2,125,1221,1415,2921,8,5,17,Yes,2,triple,high,Single,,,16.4,Touch,none,1208.68,503.2,718.82,106.29,3,3,0,1,1,1
909,0.1,146,410,1643,1244,14,10,16,Yes,2,triple,low,Dual,7.0,9.0,47.41,Touch,none,632.93,250.0,417.32,56.81,3,1,1,1,1,1
1876,1.0,98,600,1211,3132,17,0,2,No,4,triple,medium,Dual,9.0,19.0,64.6,Touch,g,874.59,201.93,0.0,938.0,3,2,1,4,0,1
1436,0.3,106,189,1411,2488,8,4,8,Yes,4,penta,high,Dual,3.0,4.0,23.33,LCD,none,867.49,404.28,895.99,179.5,5,3,1,1,1,0
1251,0.7,133,308,591,1052,11,9,11,No,4,hexa,low,Dual,10.0,16.0,29.71,LCD,none,742.13,119.1,166.79,113.73,6,1,1,1,0,0
636,0.9,152,148,742,2927,15,6,3,No,4,dual,low,Single,8.0,15.0,28.46,LCD,none,759.46,118.96,314.11,212.0,2,1,0,1,0,0
1354,0.5,136,297,918,2090,5,1,13,Yes,4,quad,low,Dual,3.0,6.0,26.53,Touch,none,1069.09,480.62,2331.72,104.15,4,1,1,1,1,1
930,0.5,190,1050,1726,2131,7,2,6,Yes,4,quad,low,Dual,3.0,16.0,34.48,LCD,a,891.88,704.87,2192.02,155.0,4,1,1,3,1,0
1830,0.3,117,1191,1882,3362,13,10,11,Yes,4,single,medium,Single,7.0,11.0,47.28,LCD,none,1221.66,344.92,478.03,166.36,1,2,0,1,1,0
1424,0.6,80,1399,1663,1053,14,11,16,No,4,quad,low,Dual,16.0,18.0,23.33,Touch,g,1114.17,310.03,384.0,89.0,4,1,1,4,0,1
583,0.9,88,1658,1794,1799,16,9,7,Yes,2,octa,low,Dual,1.0,2.0,51.34,Touch,none,670.25,338.0,506.31,83.29,8,1,1,1,1,1
648,0.4,109,1153,1817,3124,5,0,13,Yes,4,penta,low,Dual,9.0,20.0,54.7,LCD,none,1199.41,1093.19,0.0,49.85,5,1,1,1,1,0
1203,0.9,109,35,510,1672,17,13,19,Yes,4,dual,low,Dual,,12.0,11.72,Touch,none,747.83,60.67,99.65,63.32,2,1,1,1,1,1
1777,0.2,100,553,874,1552,10,8,10,No,3,quad,medium,Dual,,7.0,15.63,Touch,none,918.97,205.13,277.5,177.7,4,2,1,1,0,1
1299,0.5,83,46,908,1938,19,8,5,Yes,3,hexa,high,Dual,,6.0,64.33,LCD,b,627.85,112.02,288.29,259.8,6,3,1,2,1,0
1494,0.4,129,207,1177,3202,13,1,14,No,4,dual,medium,Single,2.0,9.0,47.6,LCD,none,1072.42,232.81,2989.58,106.71,2,2,0,1,0,0
527,0.9,128,67,1924,1302,13,7,13,No,2,single,low,Dual,4.0,11.0,52.97,LCD,none,554.57,331.19,698.14,40.54,1,1,1,1,0,0
793,0.4,179,818,1006,2296,12,0,5,Yes,4,quad,high,Dual,1.0,2.0,64.34,Touch,none,846.14,274.45,0.0,158.6,4,3,1,1,1,1
873,0.6,152,1257,1411,575,15,8,7,Yes,3,hepta,low,Dual,6.0,9.0,8.4,LCD,b,616.37,282.34,447.99,124.71,7,1,1,2,1,0
722,1.0,93,138,1371,2359,13,6,3,No,2,hexa,medium,Single,12.0,20.0,12.65,LCD,none,759.43,244.45,580.39,240.67,6,2,0,1,0,0
1250,0.4,167,11,1020,3314,6,5,6,Yes,4,penta,medium,Single,14.0,18.0,20.81,Touch,a,936.3,331.74,518.16,208.33,5,2,0,3,1,1
1358,0.6,147,889,1635,440,14,10,13,No,3,triple,medium,Single,,1.0,60.4,LCD,none,670.15,274.76,415.29,104.46,3,2,0,1,0,0
1035,1.0,173,831,1709,2002,17,8,5,Yes,3,hexa,medium,Dual,8.0,10.0,11.85,Touch,none,774.25,256.91,542.61,207.0,6,2,1,1,1,1
1289,0.9,161,713,1854,3167,14,8,20,No,4,hexa,low,Dual,3.0,17.0,16.43,Touch,none,954.83,312.9,588.65,64.45,6,1,1,1,0,1
1445,0.4,82,527,1393,3480,17,16,17,No,3,dual,medium,Dual,2.0,6.0,37.75,Touch,g,1045.49,162.04,221.14,85.0,2,2,1,4,0,1
